sentence_id,text,tags

train-s4904,"Han zebiltzan Haimar Zubeldia , Euskal Bizikletako garailea , etorkizun aparta duen txirrindularia .",ADV VERB PROPN PROPN PUNCT NOUN NOUN NOUN PUNCT NOUN ADJ VERB NOUN PUNCT

train-s4905,"Beti giza saldoan txintxo bazabiltza inola berezitu gabe , gizarteak bere modura sarituko zaitu :",ADV NOUN NOUN ADJ VERB ADV VERB ADV PUNCT NOUN DET ADP VERB AUX PUNCT

train-s4906,"Hitz horien atzean , guk ulertu dugun mezua da :",NOUN DET ADP PUNCT PRON VERB AUX NOUN VERB PUNCT

train-s4907,"Athletic nagusi zen zelaian baina Rojoren gizonen lanak ez zuen saririk , Urzaizek bitan eta Joseba Etxeberriak gol aukera garbiak izan arren .",PROPN ADJ AUX NOUN CCONJ PROPN NOUN NOUN PART VERB NOUN PUNCT PROPN NUM CCONJ PROPN PROPN NOUN NOUN ADJ VERB CCONJ PUNCT

train-s4908,"Esaterako , Urbil hipermerkatuaren aurkako helegite kontentzioso-administratiboa aurkeztu dute , proiektuaren kontra daudela salatzeko .",ADV PUNCT PROPN NOUN ADP NOUN ADJ VERB AUX PUNCT NOUN ADP VERB VERB PUNCT

train-s4909,"Adierazi den epearen barruan , BHI-244/94-P-27 espedientea Bilbaoko Rekalde zumarkaleko 30.eko 5 eta 6. solairuko bulegoetan egongo da ageriko , azter dadin .",VERB AUX NOUN ADP PUNCT NOUN NOUN PROPN PROPN NOUN ADJ NUM CCONJ ADJ NOUN NOUN AUX AUX ADJ PUNCT VERB AUX PUNCT

train-s4910,"Handitasuna forma eta eszenaratzean , urtean zehar eztabaidatutakoei ofizialtasun-agiria eman zitzaien hitzaldi eta eztabaiden bitartez .",NOUN NOUN CCONJ NOUN PUNCT NOUN ADP VERB NOUN VERB AUX NOUN CCONJ NOUN ADP PUNCT

train-s4911,"Hala , koordinakundeak "" euskararen kontrako eraso nabaria , AEKren funtzionamendua zangotrabatzeko asmo ageria eta helburu alderdikoi aitorrezinak "" ikusten ditu Garzonek irekitako prozesuaren atzean .",ADV PUNCT NOUN PUNCT NOUN ADP NOUN ADJ PUNCT PROPN NOUN VERB NOUN ADJ CCONJ NOUN ADJ ADJ PUNCT VERB AUX PROPN VERB NOUN ADP PUNCT

train-s4912,"Bizkaiera bera bazter-euskalki izateak eta , horrenbestez , besteengandik berezi xamar agertzeak , erraztu egin zuen , jakina , "" hiperbizkaiera""-ren haziak indar hartzea eta sustrai sakonak botatzea .",NOUN DET NOUN AUX CCONJ PUNCT CCONJ PUNCT DET ADJ ADV VERB PUNCT VERB VERB AUX PUNCT ADV PUNCT PUNCT NOUN NOUN NOUN VERB CCONJ NOUN ADJ VERB PUNCT

train-s4913,Arratsaldeko saioan klaustrokideek unibertsitateko gai desberdinen inguruan egindako galderei erantzun behar izan zieten .,NOUN NOUN NOUN NOUN NOUN ADJ ADP VERB NOUN VERB NOUN VERB AUX PUNCT

train-s4914,Maratoia irabazi duenaren berri ere banuen .,NOUN VERB AUX NOUN CCONJ VERB PUNCT

train-s4915,"Dudarik gabe , Euskal Herrian subiranotasuna lortzeko bidea dugu aurrean .",NOUN ADP PUNCT NOUN NOUN NOUN VERB NOUN VERB NOUN PUNCT

train-s4916,Dennis Bergkampek berretsi egin du selekzioa utziko duela .,PROPN PROPN VERB VERB AUX NOUN VERB AUX PUNCT

train-s4917,"Alabaina , atzo ipinitako isunarekin gaztigatu egin da ere CDUk milioi bat markoko diruketa eskuratu izana , 1991. urtean , Karl Heinz Schreiber arma saltzailearen eskutik .",CCONJ PUNCT ADV VERB NOUN VERB VERB AUX CCONJ PROPN DET NUM NOUN NOUN VERB AUX PUNCT ADJ NOUN PUNCT PROPN PROPN PROPN NOUN NOUN ADP PUNCT

train-s4918,"Denbora tarte horretan , orohar EAJren aldetik entzun dugun mezu politikoa ez da kokatu subiranotasunaren inguruan edota helburu hori lortzearren irekitzen zen aukeraz .",NOUN NOUN DET PUNCT CCONJ PROPN ADP VERB AUX NOUN ADJ PART AUX VERB NOUN ADP CCONJ NOUN DET VERB VERB AUX NOUN PUNCT

train-s4919,"Mercure Hotelean daude , eta gaur 13:45ean abiatuko dira zelaira .",PROPN NOUN VERB PUNCT CCONJ ADV NUM VERB AUX NOUN PUNCT

train-s4920,"Eta igotzekotan , EBZk 2001. urteko lehen hiru hilabetera arte itxaron egingo duela uste dute .",CCONJ VERB PUNCT PROPN ADJ NOUN ADJ NUM NOUN ADP VERB VERB AUX NOUN VERB PUNCT

train-s4921,"Sydneyko Olinpiar Jokoetan estadioa egun dezentetan egon da beteta ; edonola ere , beti 92.000 zaletutik gora egon dira bertan jokatzen ziren probak ikusten .",PROPN ADJ NOUN NOUN NOUN DET VERB AUX VERB PUNCT ADV CCONJ PUNCT ADV NUM NOUN ADP VERB AUX ADV VERB AUX NOUN VERB PUNCT

train-s4922,"Aipatutako terminoen azpian dagoen kontzepzioa , berriz , zabalagoa da .",VERB NOUN ADP VERB NOUN PUNCT CCONJ PUNCT ADJ AUX PUNCT

train-s4923,"Iaz , baina , hirugarren sailkatu ziren Ligan , eta Txapeldunen Ligan sartzeko atariko kanporaketa ez dute gainditu .",ADV PUNCT CCONJ PUNCT ADJ VERB AUX NOUN PUNCT CCONJ NOUN NOUN VERB NOUN NOUN PART AUX VERB PUNCT

train-s4924,"Indar apur bat galdu dugu , eta konfiantza berreskuratu behar dugu .",NOUN DET NUM VERB AUX PUNCT CCONJ NOUN VERB NOUN VERB PUNCT

train-s4925,Hosni Mubarak Egiptoko lehen ministroa Ehud Barak Israelgo lehen ministroarekin ere elkarrizketatu zen telefonoz atzo .,PROPN PROPN PROPN ADJ NOUN PROPN PROPN PROPN ADJ NOUN CCONJ VERB AUX NOUN ADV PUNCT

train-s4926,Helmugarako 50 kilometro ingurura mendate bat gainditu behar izan zuen .,NOUN NUM NOUN ADP NOUN NUM VERB NOUN VERB AUX PUNCT

train-s4927,TXINAKO Justizia ministro Gao Changlik kargua utzi egin duela jakin zen atzo .,PROPN NOUN NOUN PROPN PROPN NOUN VERB VERB AUX VERB AUX ADV PUNCT

train-s4928,""" Itsasoa bare dago gaur goizean , baina miraria izango da norbait bizirik aurkitzea "" , esan zuen erreskate taldeko buruzagi Solaemanek , Manadon , Ipar Sulawesiko hiriburuan .",PUNCT NOUN ADJ VERB ADV NOUN PUNCT CCONJ NOUN VERB AUX PRON ADV VERB PUNCT PUNCT VERB AUX NOUN NOUN NOUN PROPN PUNCT PROPN PUNCT NOUN PROPN NOUN PUNCT

train-s4929,"Osasunak denboraldi-aurreko azken partidua jokatuko du gaur arratsaldean , Tafallan , Zaragozaren aurka .",PROPN NOUN ADJ NOUN VERB AUX ADV NOUN PUNCT PROPN PUNCT PROPN ADP PUNCT

train-s4930,"Zaragozak , Athleticek ez bezala , etekin ezin hobea atera zion San Mamesen izan zuen lehenengo gol aukera garbiari .",PROPN PUNCT PROPN NOUN ADV PUNCT NOUN NOUN ADJ VERB AUX NOUN PROPN VERB AUX ADJ NOUN NOUN ADJ PUNCT

train-s4931,15 puntu sartu ditu batez beste .,NUM NOUN VERB AUX NUM DET PUNCT

train-s4932,"Horri esker iraungo du hango harrobiak , eta selekzioaren etorkizuna ziurtaturik dago .",DET ADP VERB AUX ADV NOUN PUNCT CCONJ NOUN NOUN VERB VERB PUNCT

train-s4933,"Egoitza militarrak ixtea ez dakar berez soldadu britainiarren erretiratzerik , baina hiru hilabete barru beste azterketa bat izango dela azaldu zuen Flanaganek .",NOUN ADJ VERB PART VERB ADV NOUN ADJ VERB PUNCT CCONJ NUM NOUN ADP DET NOUN NUM VERB AUX VERB AUX PROPN PUNCT

train-s4934,"Halaber , bestelako delitu motak ere tipifikatu dituzte , egun zigorrik jasotzen ez duten ekintzak zigortuz , batez ere adierazpen askatasunaren ingurukoak .",CCONJ PUNCT ADJ NOUN NOUN CCONJ VERB AUX PUNCT ADV NOUN VERB PART AUX NOUN VERB PUNCT NUM CCONJ NOUN NOUN NOUN PUNCT

train-s4935,"Defentsan ongi birkokatzen dira , eta horregatik , uste dut arazoak sortuko dizkiola Tolosari .",NOUN ADV VERB AUX PUNCT CCONJ ADV PUNCT NOUN AUX NOUN VERB AUX PROPN PUNCT

train-s4936,LEHEN eta Bigarren mailako buruz buruko pala txapelketak abian jarriko dira gaur Bilboko Deportibo pilotalekuan ( 16:30 ) .,NUM CCONJ NUM NOUN ADV NOUN NOUN NOUN ADV VERB AUX ADV PROPN PROPN NOUN PUNCT NUM PUNCT PUNCT

train-s4937,"Gainera , entrenatzaile hauek prestijio handia lortu dute , eta iritsi dute orain urte batzuk Europa Ekialdeko entrenatzaileek zuten ospea .",ADV PUNCT NOUN DET NOUN ADJ VERB AUX PUNCT CCONJ VERB AUX ADV NOUN DET PROPN ADJ NOUN VERB NOUN PUNCT

train-s4938,Interpol ere beraren bila dabil kontrabando eta hilketagatik .,PROPN CCONJ DET ADP VERB NOUN CCONJ NOUN PUNCT

train-s4939,Langabeziaren aurkako borroka da Gerhard Schroederren Gobernuaren helburu nagusia .,NOUN ADP NOUN AUX PROPN PROPN NOUN NOUN ADJ PUNCT

train-s4940,"Espainiako Auzitegi Gorenak legaltzat jo du urtegia , baina debekatu du 512 metroko kotatik gora ura sartzea , hiru naturguneren babes-eremua ez hondatzearren .",PROPN NOUN ADJ ADJ VERB AUX NOUN PUNCT CCONJ VERB AUX NUM NOUN NOUN ADP NOUN VERB PUNCT NUM NOUN NOUN PART VERB PUNCT

train-s4941,Euskal Rock Topaketa burutuko da Lekunberrin datorren apirilaren 20an .,NOUN NOUN NOUN VERB AUX PROPN VERB NOUN NUM PUNCT

train-s4942,Hiruretatik Marco Pantanik dirudi eskasena .,NUM PROPN PROPN VERB ADJ PUNCT

train-s4943,"Osterantzean , dagokion herrialdeko ordezkari diplomatikoari edo kontsulari jakinaraziko zaio , behar dituen ondorioetarako .",CCONJ PUNCT VERB NOUN NOUN ADJ CCONJ NOUN VERB AUX PUNCT NOUN VERB NOUN PUNCT

train-s4944,"Ildo beretik , CDN alderdi berria erabat pertsonala dela eta etorkizunerako proiekturik ez duela aipatu zuen Sanzek .",NOUN DET PUNCT PROPN NOUN ADJ ADV ADJ AUX CCONJ NOUN NOUN PART VERB VERB AUX PROPN PUNCT

train-s4945,"Emakumezkoen saioa jokatu zen lehenik , 9:00etatik aurrera .",NOUN NOUN VERB AUX ADV PUNCT NUM ADP PUNCT

train-s4946,"Irainak "" min handia "" egin ziola dio , aita istripu batetik osatzen ari delako eta bere amak horregatik asko sufritzen duelako .",NOUN PUNCT NOUN ADJ PUNCT VERB AUX VERB PUNCT NOUN NOUN NUM VERB AUX VERB CCONJ DET NOUN ADV DET VERB AUX PUNCT

train-s4947,"Olazabalek jardunaldi kaxkarra egin du Sun City Torneoan , eta liderrarengandik zazpi kolpera da .",PROPN NOUN ADJ VERB AUX PROPN PROPN NOUN PUNCT CCONJ NOUN NUM NOUN VERB PUNCT

train-s4948,TXURI-URDINEK sailkapeneko hirugarren posturaino igotzeko helburua du gaur Bartzelonaren aurkako partiduan ( 20:30 ) .,PROPN NOUN ADJ NOUN VERB NOUN VERB ADV PROPN ADP NOUN PUNCT NUM PUNCT PUNCT

train-s4949,"Bestalde , bihar Bizkaiko PSE-EEren Kongresua egingo da , Bilbon , zatiketa giroan .",CCONJ PUNCT ADV PROPN PROPN NOUN VERB AUX PUNCT PROPN PUNCT NOUN NOUN PUNCT

train-s4950,LEHEN mailako sailkapeneko azkena izango du aurkari Athleticek gaur San Mamesen .,ADJ NOUN NOUN ADJ AUX AUX NOUN PROPN ADV NOUN PROPN PUNCT

train-s4951,Baina berak bakarrik ezin zuen urrea irabazi .,CCONJ ADJ ADV NOUN AUX NOUN VERB PUNCT

train-s4952,Apika nehoiz ez zatzait lotu zure barneko hedea .,ADV ADV PART AUX VERB PRON ADP NOUN PUNCT

train-s4953,JOSE MARI OLAZABAL golf jokalariak bigarren jardunaldia eskasa egin zuen Sun City Torneoan ( Hegoafrika ) .,PROPN PROPN PROPN NOUN NOUN ADJ NOUN ADJ VERB AUX PROPN PROPN NOUN PUNCT PROPN PUNCT PUNCT

train-s4954,"Olinpiar leloak bultzatuta , mugak gainditzea izan dute xede , bakoitzak bere mailan .",ADJ NOUN VERB PUNCT NOUN VERB AUX AUX NOUN PUNCT ADJ DET NOUN PUNCT

train-s4955,Mateo Garraldak gaurko utzi du bere 31. urtebetetzearen ospakizuna .,PROPN PROPN ADV VERB AUX DET ADJ NOUN NOUN PUNCT

train-s4956,"Manifestazio amaierako adierazpena AVTko ( Terrorismoaren Biktimen Elkartea ) idazkari nagusi Luis Delgadok irakurri zuen , eta oso hitz gogorrak izan zituen abertzaleen kontra .",NOUN NOUN NOUN PROPN PUNCT NOUN NOUN NOUN PUNCT NOUN ADJ PROPN PROPN VERB AUX PUNCT CCONJ ADV NOUN ADJ VERB AUX NOUN ADP PUNCT

train-s4957,"Ezbairik gabe , onena izan da "" .",NOUN ADP PUNCT ADJ AUX AUX PUNCT PUNCT

train-s4958,"Rigaudeau gidari duela , Kinder partidu onak eta txarrak tartekatzen ari da .",PROPN NOUN AUX PUNCT PROPN NOUN ADJ CCONJ ADJ VERB AUX VERB PUNCT

train-s4959,Dominak banatzen ari zirela nire izebak galdetu zidan :,NOUN VERB AUX VERB PRON NOUN VERB AUX PUNCT

train-s4960,"Final-laurdenetako erronka zaila ukanen dute miarriztarrek , Tolosa egungo txapelduna delako , eta Europako talderik onenetakoa .",NOUN NOUN ADJ VERB AUX NOUN PUNCT PROPN ADV NOUN AUX PUNCT CCONJ PROPN NOUN ADJ PUNCT

train-s4961,"Imazek Jaurlaritza aurrean egindako gaitzespen kontzentrazioan egin zituen adierazpenok , eta hildakoen senitartekoei "" euskal gizartearen gehiengoaren elkartasuna "" igorri zien .",PROPN NOUN ADP VERB NOUN NOUN VERB AUX NOUN PUNCT CCONJ NOUN NOUN PUNCT NOUN NOUN NOUN NOUN PUNCT VERB AUX PUNCT

train-s4962,"Alde horretatik , pazientzia eskatu behar zaio San Mameseko zaleriari .",NOUN DET PUNCT NOUN VERB NOUN VERB NOUN PROPN NOUN PUNCT

train-s4963,""" Desmilitarizazio prozesuan lehen urratsa izatea espero dugu , eta prozesua azkarra izatea ere bai "" .",PUNCT NOUN NOUN ADJ NOUN AUX NOUN VERB PUNCT CCONJ NOUN ADJ AUX CCONJ PART PUNCT PUNCT

train-s4964,"Gol aukera garbiena Javi Gonzalezek izan zuen 66 minutuan , baina Zorrotzakoaren jaurtiketak langan jo zuen .",NOUN NOUN ADJ PROPN PROPN VERB AUX NUM NOUN PUNCT CCONJ NOUN NOUN NOUN VERB AUX PUNCT

train-s4965,""" Orain dela hamar urte Hego Amerikan ez zegoen inolako sarerik saskibaloiaren inguruan .",PUNCT ADV VERB NUM NOUN NOUN PROPN PART VERB ADJ NOUN NOUN ADP PUNCT

train-s4966,"Ondorioz , gutxienez hiru lagun hil ziren eta 40tik gora zauritu .",NOUN PUNCT ADV NUM NOUN VERB AUX CCONJ NUM ADP VERB PUNCT

train-s4967,Jordi Garcia behin-behineko askatasunean atera da .,PROPN PROPN ADJ NOUN VERB AUX PUNCT

train-s4968,Athleticek mendean hartu zuen aurkaria eta arriskua sortzen hasi zen .,PROPN ADV VERB AUX NOUN CCONJ NOUN VERB VERB AUX PUNCT

train-s4969,"EHko arduradun sozioekonomikoak energiaren inguruko egitasmo orokor baten beharra azpimarratu du Euskal Herrian , zeinek erregaien banaketa ere jasoko lukeen .",PROPN NOUN ADJ NOUN ADP NOUN ADJ NUM NOUN VERB AUX NOUN NOUN PUNCT DET NOUN NOUN CCONJ VERB AUX PUNCT

train-s4970,"Coffeyren iritziz , Atlantako Apelazio Auzitegiaren erabakiak eragina du beste haur errefuxiatuengan .",PROPN NOUN PUNCT PROPN NOUN NOUN NOUN NOUN VERB DET NOUN NOUN PUNCT

train-s4971,"Briu-brau , zutitzen naiz , murgiltzen eta Kakotxengana noa ahal bezala .",ADV PUNCT VERB AUX PUNCT VERB CCONJ NOUN VERB NOUN ADV PUNCT

train-s4972,"Bestalde saiatzen naiz zuberera klasiko batean idaztera , Belapeyreren ondotik elizak eman digun zuberera batu , "" igantenean "" .",CCONJ VERB AUX NOUN ADJ NUM VERB PUNCT PROPN ADP NOUN VERB AUX NOUN ADJ PUNCT PUNCT ADJ PUNCT PUNCT

train-s4973,Aznarren eta PPko kide baten kontrako pintadak egin dira Amurrion .,PROPN CCONJ PROPN NOUN NUM ADP NOUN VERB AUX PROPN PUNCT

train-s4974,Tolosako Beotibarren jokatuko dira bihar Gipuzkoako Herriarteko txapelketako erremintako finalak ( 9:30 ) .,PROPN PROPN VERB AUX ADV PROPN ADJ NOUN NOUN NOUN PUNCT NUM PUNCT PUNCT

train-s4975,"Helmut Kohlek aitortu zuen diru hau eskuratu zuela baina uko egin zion , ordea , emaileen izenak jakinarazteari .",PROPN PROPN VERB AUX NOUN DET VERB AUX CCONJ NOUN VERB AUX PUNCT CCONJ PUNCT NOUN NOUN VERB PUNCT

train-s4976,Maitasun debekatu baten biktima izan zen Maren .,NOUN VERB NUM NOUN AUX AUX PROPN PUNCT

train-s4977,Manifestazioa Cibeles Plazatik abiatu zen eta Puerta del Solen amaitu zen .,NOUN PROPN NOUN VERB AUX CCONJ PROPN X PROPN VERB AUX PUNCT

train-s4978,"Ondoren jokatutako pala partidua , Ziskar II.a - Rekaldek irabazi zuten Insausti - Gorostiagaren kontra ( 45-41 ) .",ADV VERB NOUN NOUN PUNCT PROPN ADJ PUNCT PROPN VERB AUX PROPN PUNCT PROPN ADP PUNCT NUM PUNCT PUNCT

train-s4979,"Hasierako forma hauek , antza denez , hizkuntza bietako jabekuntza-garapenetan komunztaduragabeak dira .",NOUN NOUN DET PUNCT NOUN VERB PUNCT NOUN NUM NOUN ADJ AUX PUNCT

train-s4980,"Baina orduan ere , nahi izanez gero , CDU / CSUren eta FDPren arteko koalizioak gehiengoa lortuko zukeen .",CCONJ ADV CCONJ PUNCT NOUN VERB ADV PUNCT PROPN PUNCT PROPN CCONJ PROPN ADP NOUN NOUN VERB AUX PUNCT

train-s4981,"Ohe-armazoi bakarra zegoen , eta koltxoia eta estalkiak gelaren erdira botata .",NOUN ADJ VERB PUNCT CCONJ NOUN CCONJ NOUN NOUN ADP VERB PUNCT

train-s4982,Frantziako lur bideetako rallyen proba nagusia bihurtu den Gailurretako Rallyaren faborito nagusiak izango dira aurten ere pilotu zuberotarrak .,PROPN NOUN NOUN NOUN NOUN ADJ VERB AUX NOUN NOUN ADJ ADJ AUX AUX ADV CCONJ NOUN ADJ PUNCT

train-s4983,"EUROPAKO Gizarte Fondoak 2000 eta 2006 urte bitarterako egingo duen diru banaketan , Hego Euskal Herriak 47.870 milioi pezeta ( 1.914,8 milioi libera ) jasoko ditu .",PROPN NOUN NOUN NUM CCONJ NUM NOUN ADP VERB AUX NOUN NOUN PUNCT NOUN NOUN NOUN NUM DET NOUN PUNCT NUM DET NOUN PUNCT VERB AUX PUNCT

train-s4984,"Horregatik , hemendik kanpo dauden beste txapelketa batzuk aztertzeari ekin genion "" .",ADV PUNCT ADV ADP VERB DET NOUN DET VERB VERB AUX PUNCT PUNCT

train-s4985,"VLADIMIR Putin presidenteak Defentsa Ministerioko sei jeneral kargugabetu zituen atzo , horien artean Anatoli Xatalov bozeramailea .",PROPN PROPN NOUN NOUN NOUN NUM NOUN VERB AUX ADV PUNCT DET ADP PROPN PROPN NOUN PUNCT

train-s4986,""" PPk badaki ez dela horrela baina hala ere esan egiten dute gizartea nahasteko "" .",PUNCT PROPN VERB PART VERB ADV CCONJ ADV CCONJ VERB VERB AUX NOUN VERB PUNCT PUNCT

train-s4987,"Ondoren , Urbil hipermerkatuaren proiektuaren berri izan zuten , eta haren kontra hainbat ekimen egin zituzten .",ADV PUNCT PROPN NOUN NOUN NOUN AUX AUX PUNCT CCONJ DET ADP DET NOUN VERB AUX PUNCT

train-s4988,Gure lehendabiziko kontzertu ohorezkoari hasiera emateko zorian ginen .,PRON ADV NOUN ADJ NOUN VERB NOUN VERB PUNCT

train-s4989,"SEBAS LASA MENDIARAZ euskal presoak eta bi guardia zibilek deklaratuko dute gaur , Donostiako Entzutegiko Instrukzio 1. epaitegian , Lasak eta berarekin atxilotutako Alfonso Sebastian , Josu Lonbide eta Cristina Getek duela bi urte jarritako tortura salaketa dela - eta .",PROPN PROPN PROPN NOUN NOUN CCONJ NUM NOUN ADJ VERB AUX ADV PUNCT PROPN NOUN NOUN ADJ NOUN PUNCT PROPN CCONJ DET VERB PROPN PROPN PUNCT PROPN PROPN CCONJ PROPN PROPN VERB NUM NOUN VERB NOUN NOUN VERB PUNCT CCONJ PUNCT

train-s4990,"Euste sistema da , ordea , kezka sortzen duen funtzionamenduko osagaia .",VERB NOUN AUX PUNCT CCONJ PUNCT NOUN VERB AUX NOUN NOUN PUNCT

train-s4991,"Ekintza sinboliko horren ondoren , atzo izan zuten lan baimena galdegiteko lehen eguna EBtik kanpoko informatikariek .",NOUN ADJ DET ADP PUNCT ADV VERB AUX NOUN NOUN VERB ADJ NOUN PROPN ADP NOUN PUNCT

train-s4992,"Aireratu eta handik denbora laburrera irrati bidezko kontaktua galdu zuen kontroleko arduradunekin , atzo funtzionarioek berek jakitera eman zutenez .",VERB CCONJ ADV NOUN ADJ NOUN ADJ NOUN VERB AUX NOUN NOUN PUNCT ADV NOUN DET NOUN VERB AUX PUNCT

train-s4993,"Esteban Olaizola Gipuzkoako Kofradien Federazioko lehendakariak adierazi zuenez , "" kofradien %70 akordioaren kontra daude "" .",PROPN PROPN PROPN NOUN NOUN NOUN VERB AUX PUNCT PUNCT NOUN NUM NOUN ADP VERB PUNCT PUNCT

train-s4994,Nolakoak dira bi imanen arteko elkarreraginak ?,ADJ AUX NUM NOUN ADP NOUN PUNCT

train-s4995,Saskia zuen esku batean eta giltza-sorta bat bestean .,NOUN VERB NOUN NUM CCONJ NOUN NUM DET PUNCT

train-s4996,"Funtsean , lege arrazista da , poliziari neurriz gaineko ahalmenak ematen dizkio , nahi duen eran iharduteko .",ADV PUNCT NOUN ADJ AUX PUNCT NOUN NOUN ADP NOUN VERB AUX PUNCT NOUN VERB NOUN VERB PUNCT

train-s4997,"Bakarkako kiroletan Gabriel Esparzak soilik irabazi du domina , zilarrezkoa , taekwondon .",ADJ NOUN PROPN PROPN ADV VERB AUX NOUN PUNCT NOUN PUNCT NOUN PUNCT

train-s4998,Errekurtsoa arau arrunten arabera bidera daiteke edo dagokion ordezkaritza diplomatiko edo kontsularra erabiliz ; azken horiek eskudun erakundera bidaliko dute .,NOUN NOUN ADJ ADP VERB AUX CCONJ VERB NOUN ADJ CCONJ ADJ VERB PUNCT ADJ DET ADJ NOUN VERB AUX PUNCT

train-s4999,Baraken gobernua behera botatzen saiatuko dela hitza eman zuen atzo Likudeko buruzagi Ariel Sharonek :,PROPN NOUN NOUN VERB VERB AUX NOUN VERB AUX ADV PROPN NOUN PROPN PROPN PUNCT

train-s5000,"Javi Gonzalezek eta Tikok jardun zuten hegaletatik , eta Ezquerro izan zen aurrelari bakarra .",PROPN PROPN CCONJ PROPN VERB AUX NOUN PUNCT CCONJ PROPN AUX AUX NOUN ADJ PUNCT

train-s5001,"Kontuak kontu , giroa ez da beste urteetan bezain beroa Katedralean .",NOUN NOUN PUNCT NOUN PART AUX DET NOUN ADV ADJ NOUN PUNCT

train-s5002,Beroketa hori elektroien arteko marruskadurak sortzen du .,NOUN DET NOUN ADP NOUN VERB AUX PUNCT

train-s5003,- Gehienek erdaraz egin dituzte ikasketak eta ia hirutik bi saiatu dira hezkuntza-sistemaz kanpo euskara ikasten .,PUNCT DET NOUN VERB AUX NOUN CCONJ ADV NUM NUM VERB AUX NOUN ADP NOUN VERB PUNCT

train-s5004,"Gainera , kontuan izan oso partidu zailak jokatu dituztela , Deportivo , Barcelona , Real Madrid edota Rayoren aurka jokatu baitute jada .",CCONJ PUNCT NOUN VERB ADV NOUN ADJ VERB AUX PUNCT PROPN PUNCT PROPN PUNCT PROPN PROPN CCONJ PROPN ADP VERB AUX ADV PUNCT

train-s5005,FIJI Kolpistek atzera egitera behartu dute Gobernu mlilitarra .,PROPN NOUN ADV VERB VERB AUX NOUN ADJ PUNCT

train-s5006,"San Cirano taldean aritu da , eta Hegoameriketako Kopa irabazi zuen .",NOUN PROPN NOUN VERB AUX PUNCT CCONJ PROPN NOUN VERB AUX PUNCT

train-s5007,"Eki Timorreko ordezkaritzako kideek azaldu dutenez , Indonesiaren aldeko miliziek Diliko boxeo jimnasioa txikitu zuten , eta Eki Timorreko boxeolari ezagunena , Thomas Americo , hil zuten .",NOUN PROPN NOUN NOUN VERB AUX PUNCT PROPN NOUN NOUN PROPN NOUN NOUN VERB AUX PUNCT CCONJ NOUN PROPN NOUN ADJ PUNCT PROPN PROPN PUNCT VERB AUX PUNCT

train-s5008,Abuztu erditik aurrera Orioren gorakada etorri da baina aurretik Koxtapek eta Hondarribiak estropadak irabazi dituzte .,NOUN NOUN ADP PROPN NOUN VERB AUX CCONJ NOUN PROPN CCONJ PROPN NOUN VERB AUX PUNCT

train-s5009,"German Nieto , Contrini , Van Kessel , Diaz Lobato , Thibout erretiratu egin zen gero , Flecha , Tafi , Anguita eta Martin Garrido saiatu ziren aurrena , baina alferrik izan zen .",PROPN PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT PROPN PROPN PUNCT PROPN VERB VERB AUX ADV PUNCT PROPN PUNCT PROPN PUNCT PROPN CCONJ PROPN PROPN VERB AUX ADV PUNCT CCONJ ADV VERB AUX PUNCT

train-s5010,Goizeko eguzkiak bristadak jaurtitzen ditu horma eta zutabe gardenetan zehar .,NOUN NOUN NOUN VERB AUX NOUN CCONJ NOUN ADJ ADP PUNCT

train-s5011,"Atzo heldu ziren adostasunera Alavesekin , eta gasteiztarrek 60 milioi pezeta inguru jasoko dituzte .",ADV VERB AUX NOUN PROPN PUNCT CCONJ NOUN NUM NOUN NOUN ADP VERB AUX PUNCT

train-s5012,"Ildo horretan , Estatuak abertzaleen arteko elkarlanari beldurra diola iritzi dio Egibarrek .",NOUN DET PUNCT NOUN NOUN ADP NOUN NOUN VERB VERB AUX PROPN PUNCT

train-s5013,Horixe da behintzat proposatutako akordioaren zentzua .,DET AUX CCONJ VERB NOUN NOUN PUNCT

train-s5014,"Hori arautu egiten da , normalean ezkontzako hitzarmenen bidez , eta bikote bakoitzaren egoera zehaztu ( eskubideak eta betebeharrak ) , horrela sozietate familiar bat sortuz .",DET VERB VERB AUX PUNCT ADV NOUN NOUN ADP PUNCT CCONJ NOUN ADJ NOUN VERB PUNCT NOUN CCONJ NOUN PUNCT PUNCT ADV NOUN ADJ NUM VERB PUNCT

train-s5015,"Une hauetan , esaterako , Israelgo Poliziako kideak Nazaret-eko etxeetan sartzen ari dira .",NOUN DET PUNCT ADV PUNCT PROPN NOUN NOUN PROPN NOUN VERB AUX VERB PUNCT

train-s5016,Honek dirua eman zion garai hartan CDUko diruzain kargutan zegoen Walther Leisler Kiepi .,DET NOUN VERB AUX NOUN DET PROPN NOUN NOUN VERB PROPN PROPN PROPN PUNCT

